"date","state","si"
2020-03-16,Республика Крым,1.5166666666666666
2020-03-16,Республика Башкортостан,1.3333333333333333
2020-03-16,Сахалинская область,0.3
2020-03-16,Оренбургская область,1.15
2020-03-16,Псковская область,1.2999999999999998
2020-03-16,Москва,1.2227272727272724
2020-03-16,Курская область,1.2
2020-03-16,Ярославская область,1
2020-03-16,Ивановская область,1
2020-03-16,Республика Адыгея,0.8
2020-03-16,Кабардино-Балкарская Республика,1.25
2020-03-16,Костромская область,0.8
2020-03-16,Республика Калмыкия,1
2020-03-16,Красноярский край,1.2
2020-03-16,Республика Ингушетия,0.4
2020-03-16,Калужская область,0.6499999999999999
2020-03-16,Чеченская Республика,1.475
2020-03-16,Приморский край,0.86
2020-03-16,Воронежская область,1.2
2020-03-16,Санкт-Петербург и Ленинградская область,1.330769230769231
2020-03-16,Республика Северная Осетия — Алания,1.2
2020-03-16,Удмуртская Республика,1.05
2020-03-16,Еврейская автономная область,0.9
2020-03-16,Нижегородская область,0.925
2020-03-16,Иркутская область,1.1333333333333335
2020-03-16,Алтайский край,1.225
2020-03-16,Республика Бурятия,0.7
2020-03-16,Омская область,0.9
2020-03-16,Вологодская область,0.9500000000000001
2020-03-16,Амурская область,0.8666666666666667
2020-03-16,Республика Тыва,0.2
2020-03-16,Республика Мордовия,0.7
2020-03-16,Республика Саха (Якутия),1.1
2020-03-16,Белгородская область,1.0999999999999999
2020-03-16,Республика Дагестан,1.4833333333333332
2020-03-16,Тверская область,1.1
2020-03-16,Орловская область,0.9
2020-03-16,Краснодарский край,1.0666666666666667
2020-03-16,Смоленская область,1.0999999999999999
2020-03-16,Владимирская область,1.12
2020-03-16,Курганская область,0.9
2020-03-16,Республика Коми,1.8333333333333333
2020-03-16,Хабаровский край,0.95
2020-03-16,Липецкая область,1.4500000000000002
2020-03-16,Томская область,1.3
2020-03-16,Ставропольский край,1.0777777777777777
2020-03-16,Тамбовская область,1.15
2020-03-16,Карачаево-Черкесская Республика,0.9
2020-03-16,Челябинская область,1.3625
2020-03-16,Ханты-Мансийский автономный округ - Югра,0.9333333333333335
2020-03-16,Ульяновская область,1.1
2020-03-16,Ростовская область,1.263636363636364
2020-03-16,Свердловская область,1.2
2020-03-16,Камчатский край,2.2
2020-03-16,Кировская область,1.1
2020-03-16,Пензенская область,1
2020-03-16,Магаданская область,0.7
2020-03-16,Мурманская область,1.6666666666666667
2020-03-16,Республика Марий Эл,0.8500000000000001
2020-03-16,Тульская область,1.3666666666666665
2020-03-16,Волгоградская область,1.15
2020-03-16,Республика Алтай,0.2
2020-03-16,Ямало-Ненецкий автономный округ,0.8999999999999999
2020-03-16,Республика Татарстан,1.177777777777778
2020-03-16,Новосибирская область,1.0999999999999999
2020-03-16,Забайкальский край,1.6
2020-03-16,Брянская область,1.05
2020-03-16,Астраханская область,0.9
2020-03-16,Республика Хакасия,1
2020-03-16,Кемеровская область (Кузбасс),1.6666666666666667
2020-03-16,Пермский край,1.1714285714285713
2020-03-16,Республика Карелия,1.3
2020-03-16,Новгородская область,1.1
2020-03-16,Тюменская область,0.9
2020-03-16,Саратовская область,1.3800000000000001
2020-03-16,Калининградская область,0.9
2020-03-16,Самарская область,1.3333333333333333
2020-03-16,Чувашская Республика,0.9
2020-03-16,Рязанская область,0.7
2020-03-17,Республика Адыгея,0.7
2020-03-17,Ивановская область,0.9333333333333332
2020-03-17,Приморский край,0.8
2020-03-17,Республика Татарстан,1.0444444444444443
2020-03-17,Новосибирская область,1.0333333333333332
2020-03-17,Калужская область,0.95
2020-03-17,Красноярский край,1.5625000000000002
2020-03-17,Ямало-Ненецкий автономный округ,0.95
2020-03-17,Астраханская область,0.8
2020-03-17,Республика Саха (Якутия),1.05
2020-03-17,Саратовская область,1.2200000000000002
2020-03-17,Республика Крым,1.4666666666666668
